family,student,config,before_n_seeds,before_acc_mean,before_acc_std,before_macro_f1_mean,before_macro_f1_std,before_blackhole_f1,before_flooding_f1,before_grayhole_f1,before_normal_f1,before_tdma_f1,before_params,before_size_kb,after_full10_n_seeds,after_full10_acc_mean,after_full10_acc_std,after_full10_macro_f1_mean,after_full10_macro_f1_std,after_full10_blackhole_f1,after_full10_flooding_f1,after_full10_grayhole_f1,after_full10_normal_f1,after_full10_tdma_f1,delta_macro_f1_full10_minus_before,delta_acc_full10_minus_before,incomplete_n2_n_seeds,incomplete_n2_macro_f1_mean,incomplete_n2_note,in_archived_only,in_trainonly_only,protocol_before,protocol_after
wsn_multiseed_predictive,B,C_CL_MLP_loss_fair,10,0.9858861209964414,0.0006486149542669,0.9147295397337878,0.0039033725301293,0.848594642951632,0.9373032805386472,0.8557640458693282,0.9971758813919612,0.9348098479173697,69893.0,273.01953125,10.0,0.9857259786476869,0.0006639657720638,0.9135861700874944,0.0038551845773975,0.8445725592575479,0.9366087541879942,0.8558451708410644,0.9971551998336606,0.9337491663172052,-0.0011433696462933574,-0.0001601423487544995,2.0,0.9118642964555828,DO_NOT_USE_as_primary,False,False,archived_pre_split_scaler_10seed,train_only_scaler_random_row_10seed
wsn_multiseed_predictive,B,D_Small_MLP,10,0.9888345195729537,0.0006369634567679,0.9321689869057276,0.0037504644019022,0.8912192458928644,0.9411302600914764,0.8979203716332224,0.9972920587991868,0.933282998111888,3397.0,13.26953125,10.0,0.988729537366548,0.0010372035883769,0.9313411490547344,0.0065751066818356,0.8871714288930086,0.9415619407061746,0.8966085626320854,0.9973314408469528,0.9340323721954508,-0.0008278378509931628,-0.00010498220640564604,2.0,0.9382474060851552,DO_NOT_USE_as_primary,False,False,archived_pre_split_scaler_10seed,train_only_scaler_random_row_10seed
wsn_multiseed_predictive,B,E2_KD_from_MLP,10,0.9880676156583632,0.0010782448341362,0.9275475829152056,0.0068212425818299,0.8792321437482057,0.9407655171604498,0.8873973036748725,0.9972733590306564,0.9330695909618436,3397.0,13.26953125,10.0,0.986432384341637,0.0007611023781676,0.9177373468634772,0.0045751764188045,0.8531035010945003,0.9412052528103934,0.8652907348454754,0.9972448065872416,0.9318424389797756,-0.009810236051728372,-0.00163523131672616,2.0,0.9232632985246614,DO_NOT_USE_as_primary,False,False,archived_pre_split_scaler_10seed,train_only_scaler_random_row_10seed
wsn_multiseed_predictive,B,E_KD_from_RF,10,0.9891138790035588,0.0012482888073248,0.9328081908495188,0.0075896541033712,0.8731863403138209,0.9530204846521936,0.8886956487140691,0.9980210671913488,0.9511174133761616,3397.0,13.26953125,10.0,0.9901886120996444,0.0021245813221616,0.939173439381416,0.0129146695416726,0.8865939549965673,0.9533771353583076,0.902533672220508,0.9980989785677956,0.9552634557639008,0.0063652485318971275,0.0010747330960855228,2.0,0.9557232351002496,DO_NOT_USE_as_primary,False,False,archived_pre_split_scaler_10seed,train_only_scaler_random_row_10seed
wsn_multiseed_predictive,B,F_KD_from_CL_MLP,10,0.9877491103202848,0.000582763983107,0.9258158079412458,0.0034233056660401,0.8756673179358477,0.9398754187942192,0.8819514976289524,0.9972516984156832,0.9343331069315258,3397.0,13.26953125,10.0,0.9862099644128112,0.0007781858489263,0.9165800629470008,0.0050700085644064,0.8474912422374953,0.9422874941699172,0.8628107716787425,0.9972437951797272,0.9330670114691216,-0.009235744994245065,-0.0015391459074736158,2.0,0.9212766304617588,DO_NOT_USE_as_primary,False,False,archived_pre_split_scaler_10seed,train_only_scaler_random_row_10seed
wsn_multiseed_predictive,B,F_KD_from_CL_MLP_ext,10,0.9855284697508896,0.006660934290132,0.9172065778094864,0.0259049486962762,0.8716766604645547,0.9370645003333608,0.8827847634292901,0.9960784383121796,0.8984285265080469,3397.0,13.26953125,10.0,0.9830925266903916,0.0104904126824325,0.9045384603426354,0.0420776047449128,0.847562680278689,0.941690901828161,0.8544115413714513,0.9961109469062942,0.8829162313285812,-0.012668117466851037,-0.0024359430604979915,2.0,0.9171550460479372,DO_NOT_USE_as_primary,False,False,archived_pre_split_scaler_10seed,train_only_scaler_random_row_10seed
wsn_multiseed_predictive,B,F_KD_from_CL_MLP_fair,10,0.9877491103202848,0.000582763983107,0.9258158079412458,0.0034233056660401,0.8756673179358477,0.9398754187942192,0.8819514976289524,0.9972516984156832,0.9343331069315258,3397.0,13.26953125,10.0,0.9862099644128112,0.0007781858489263,0.9165800629470008,0.0050700085644064,0.8474912422374953,0.9422874941699172,0.8628107716787425,0.9972437951797272,0.9330670114691216,-0.009235744994245065,-0.0015391459074736158,2.0,0.9212766304617588,DO_NOT_USE_as_primary,False,False,archived_pre_split_scaler_10seed,train_only_scaler_random_row_10seed
wsn_multiseed_predictive,B,G_KD_random_pacing,10,0.9875213523131674,0.000914737861522,0.9246030466320788,0.0055032315800548,0.8709259669006686,0.942384935469732,0.8796795335319798,0.9972497134505606,0.9327750838074536,3397.0,13.26953125,10.0,0.9861387900355872,0.0008089945485944,0.9166090054476952,0.0048973413737985,0.8503403317713639,0.9432198372296609,0.8619253673638715,0.9971679999826156,0.9303914908909632,-0.007994041184383627,-0.0013825622775801572,2.0,0.9193547168158446,DO_NOT_USE_as_primary,False,False,archived_pre_split_scaler_10seed,train_only_scaler_random_row_10seed
wsn_multiseed_predictive,B,I_KD_from_SMOTE_MLP,10,0.9883024911032028,0.0013640435234463,0.929977731983204,0.0083109721277835,0.8824809336428204,0.950382601846657,0.8914944623932639,0.997255635002898,0.9282750270303792,3397.0,13.26953125,10.0,0.9863540925266904,0.0014065933526226,0.9175610787186456,0.008771972331587,0.8473877606024749,0.94975418072814,0.8670726021776783,0.9972655018370282,0.926325348247906,-0.01241665326455843,-0.0019483985765124112,2.0,0.9136730511416628,DO_NOT_USE_as_primary,False,False,archived_pre_split_scaler_10seed,train_only_scaler_random_row_10seed
wsn_multiseed_predictive,B,J_CoDistill_RF_CL,10,0.9891334519572954,0.0018487373226269,0.933525545706218,0.0113612254143067,0.8783420894707801,0.9521900710211753,0.8910651649890836,0.9978666269304804,0.9481637761195708,3397.0,13.26953125,,,,,,,,,,,,,,,,True,False,archived_pre_split_scaler_10seed,
