Config,Accuracy_mean,Accuracy_std,MacroF1_mean,MacroF1_std,n_seeds,Blackhole_F1_mean,Blackhole_F1_std,Flooding_F1_mean,Flooding_F1_std,Grayhole_F1_mean,Grayhole_F1_std,Normal_F1_mean,Normal_F1_std,TDMA_F1_mean,TDMA_F1_std,params,size_kb
A_RF_500,0.9965996441281139,5.123195746935403e-05,0.9788888430705942,0.0002514417158354877,10,0.9903957236265057,0.0003113204604360566,0.9633025708283366,0.0007881170867351516,0.9833328953113801,0.0005374364196134534,0.998394885464682,2.9009790627440354e-05,0.9590181401220669,0.0001995667755950503,,85064.5361328125
B_Full_MLP,0.9873220640569397,0.00039885047143014136,0.9231949934342207,0.002375322638824394,10,0.8686063627222268,0.005138036726252456,0.9385401593405108,0.0026438029971641245,0.876712653987872,0.005858338704500731,0.9972290328398546,9.043214712164027e-05,0.9348867582806392,0.0033253805532038098,69893.0,273.01953125
C2_CL_MLP_domain,0.9857313167259788,0.00048065435508291333,0.9138075716951344,0.00315822145349155,10,0.8434452108985735,0.007630670458983531,0.9381933485212353,0.003752222685510814,0.8566409038089049,0.007506856026391914,0.9971502782731301,5.41084621472904e-05,0.9336081169738282,0.002285139372217632,69893.0,273.01953125
C_CL_MLP_loss,0.9858861209964414,0.0006486149542669324,0.9147295397337878,0.0039033725301293527,10,0.848594642951632,0.009365134825503366,0.9373032805386471,0.0029934164296217067,0.8557640458693282,0.011810625895474958,0.9971758813919612,7.447269599740946e-05,0.9348098479173697,0.0017585988307456074,69893.0,273.01953125
C_CL_MLP_loss_ext,0.9786672597864768,0.023789549086447655,0.8672566232448489,0.1548196369474477,10,0.7735441223368222,0.25792085049284635,0.9193659665323206,0.05374909957758208,0.7793706599142542,0.2599055602045897,0.9960293978633354,0.00349349464712302,0.8679729695775121,0.19917699892880641,69893.0,273.01953125
C_CL_MLP_loss_fair,0.9858861209964414,0.0006486149542669324,0.9147295397337878,0.0039033725301293527,10,0.848594642951632,0.009365134825503366,0.9373032805386471,0.0029934164296217067,0.8557640458693282,0.011810625895474958,0.9971758813919612,7.447269599740946e-05,0.9348098479173697,0.0017585988307456074,69893.0,273.01953125
D_Small_MLP,0.9847081850533808,0.0021250826434366563,0.9123026008546002,0.006222961052056979,10,0.8486007785069386,0.013416652571418579,0.9363428834005655,0.004370314922222757,0.8467894929344488,0.02484120511630674,0.9964083689428704,0.0010837923830392126,0.933371480488178,0.004050810459089706,1189.0,4.64453125
E2_KD_from_MLP,0.9861263345195731,0.0004257133706651544,0.9163546313645536,0.0027587524475505146,10,0.8501986770126948,0.008690686179060488,0.9421931506766343,0.0035099662426576767,0.8600288437383028,0.00599933372290341,0.9972093767070588,0.00010656378895035561,0.9321431086880769,0.004216168536696836,1189.0,4.64453125
E_KD_from_RF,0.9868754448398576,0.0005172521658411251,0.9199713533197722,0.0031241763505348366,10,0.8380575027433327,0.009985841369393228,0.9531032789978973,0.0009644858575456473,0.8592567283550266,0.006381634203305729,0.9978972133845343,6.940083555151432e-05,0.9515420431180704,0.00213532491065969,1189.0,4.64453125
F_KD_from_CL_MLP,0.9855088967971529,0.00033357176243274927,0.9129124186422605,0.002126076653544102,10,0.8392742568061401,0.00905977948140646,0.9418330122547477,0.0030692954099111303,0.8532352690488578,0.003812553970565611,0.9971513002837107,0.00012442765560045872,0.9330682548178457,0.0031860914752593517,1189.0,4.64453125
F_KD_from_CL_MLP_ext,0.9836067615658364,0.006659056484937557,0.9063718057932661,0.025108938530730086,10,0.8399431576988972,0.010377322694826009,0.9444547886753117,0.005865920781295367,0.8537650218982433,0.008039367642003704,0.9961187789125512,0.0034222408366212163,0.8975772817813278,0.10368020047320782,1189.0,4.64453125
F_KD_from_CL_MLP_fair,0.9855088967971529,0.00033357176243274927,0.9129124186422605,0.002126076653544102,10,0.8392742568061401,0.00905977948140646,0.9418330122547477,0.0030692954099111303,0.8532352690488578,0.003812553970565611,0.9971513002837107,0.00012442765560045872,0.9330682548178457,0.0031860914752593517,1189.0,4.64453125
G_KD_random_pacing,0.985679715302491,0.0004629618325394923,0.9136964790181622,0.002806330091251434,10,0.8411015414579879,0.009441147490403319,0.9425328875625818,0.004174267528742356,0.8570768640519821,0.0046077667842079895,0.997155221249244,0.00016345563381071774,0.9306158807690157,0.0029551666710342472,1189.0,4.64453125
I_KD_from_SMOTE_MLP,0.9855996441281138,0.000322064056939493,0.9136029351643161,0.0019180099051805792,10,0.8393421141982709,0.008309167339283293,0.9488348049750192,0.004200164526343399,0.8538756771339328,0.004581660745566254,0.9972222019560112,0.00018907050480120524,0.9287398775583465,0.0059728629448334266,1189.0,4.64453125
