Config,Accuracy_mean,Accuracy_std,MacroF1_mean,MacroF1_std,n_seeds,Blackhole_F1_mean,Blackhole_F1_std,Flooding_F1_mean,Flooding_F1_std,Grayhole_F1_mean,Grayhole_F1_std,Normal_F1_mean,Normal_F1_std,TDMA_F1_mean,TDMA_F1_std,params,size_kb
A_RF_500,0.9966370106761566,3.843855693004791e-05,0.9789681068847407,0.00034116160820027094,3,0.9903190319031903,0.0003111580995320169,0.9632513750713164,0.0012354692232898732,0.9837664101933831,0.00032681180238625275,0.9984190548752149,1.848500326625587e-05,0.9590846623805986,0.00023519170053799013,,85064.5361328125
B_Full_MLP,0.987491103202847,0.00047501454448815124,0.924047790200521,0.0028812412559883357,3,0.8694140629961732,0.008555009521736694,0.9371466339456666,0.0004166380005213032,0.8805858134501156,0.006970000696321065,0.9972221398445367,2.4110388839570014e-05,0.9358703007661129,0.0007455385513293895,69893.0,273.01953125
C_CL_MLP_loss,0.9862158956109135,0.00018165353299065353,0.9165012656341194,0.001709522414000098,3,0.8500835366970417,0.005441999702576409,0.9365807720757262,0.00464683176458193,0.8639353571769631,0.004985282440741886,0.9971597987296755,0.00012821113961381002,0.9347468634911902,0.001143231061745093,69893.0,273.01953125
C_CL_MLP_loss_fair,0.9862158956109135,0.00018165353299065353,0.9165012656341194,0.001709522414000098,3,0.8500835366970417,0.005441999702576409,0.9365807720757262,0.00464683176458193,0.8639353571769631,0.004985282440741886,0.9971597987296755,0.00012821113961381002,0.9347468634911902,0.001143231061745093,69893.0,273.01953125
D_Small_MLP,0.9862692763938316,0.00021020219628312985,0.9170007330883417,0.0015917941549366426,3,0.8571196708537535,0.003626734652675902,0.9365590817183914,0.0011000986836669107,0.8679491190801821,0.004453205598830181,0.9969989914697371,9.990595403988061e-05,0.9263768023196439,0.006389713527104201,1189.0,4.64453125
E2_KD_from_MLP,0.9834519572953737,0.002343131051750658,0.9072101377895122,0.005347792828162125,3,0.8354771141057314,0.003088147971123808,0.9430745697393578,0.0007305668959399909,0.8255532674717339,0.02648578795085951,0.9962621441348553,0.0012317901264607698,0.9356835934958828,0.003425863466310448,1189.0,4.64453125
E_KD_from_RF,0.9868683274021354,0.0009088097525366257,0.9193973364040411,0.005308617935318692,3,0.836836632649823,0.013907528033479598,0.9523195805008103,0.0012137883742201739,0.8586045555565618,0.01503242574869119,0.9979536180189252,2.460623617422507e-05,0.9512722952940851,0.0016768684805603374,1189.0,4.64453125
F_KD_from_CL_MLP,0.9858481613285884,0.0003445204206751548,0.9149490581154075,0.002445781596381968,3,0.8491350424750249,0.0066939445471946015,0.9404191804182035,0.004525136974615939,0.8570885959129114,0.0037235277397263985,0.9971138719617568,5.0191838140488214e-05,0.9309885998091406,0.000827071678996948,1189.0,4.64453125
F_KD_from_CL_MLP_fair,0.9858481613285884,0.0003445204206751548,0.9149490581154075,0.002445781596381968,3,0.8491350424750249,0.0066939445471946015,0.9404191804182035,0.004525136974615939,0.8570885959129114,0.0037235277397263985,0.9971138719617568,5.0191838140488214e-05,0.9309885998091406,0.000827071678996948,1189.0,4.64453125
J_CoDistill_RF_CL,0.9868208778173191,0.0002848210487198796,0.9199335129355611,0.002316502495979119,3,0.8435214938945665,0.005275039622318829,0.9509121339726421,0.004274611686234124,0.8610224775548762,0.002118951393053131,0.9977274140751341,3.236011968242284e-05,0.9464840451805877,0.0032589539520632405,1189.0,4.64453125
