Config,Accuracy_mean,Accuracy_std,MacroF1_mean,MacroF1_std,n_seeds,Blackhole_F1_mean,Blackhole_F1_std,Flooding_F1_mean,Flooding_F1_std,Grayhole_F1_mean,Grayhole_F1_std,Normal_F1_mean,Normal_F1_std,TDMA_F1_mean,TDMA_F1_std,params,size_kb
A_RF_500,0.9966370106761566,3.843855693004791e-05,0.9789681068847407,0.00034116160820027094,3,0.9903190319031903,0.0003111580995320169,0.9632513750713164,0.0012354692232898732,0.9837664101933831,0.00032681180238625275,0.9984190548752149,1.848500326625587e-05,0.9590846623805986,0.00023519170053799013,,85064.5361328125
B_Full_MLP,0.987491103202847,0.00047501454448815124,0.924047790200521,0.0028812412559883357,3,0.8694140629961732,0.008555009521736694,0.9371466339456666,0.0004166380005213032,0.8805858134501156,0.006970000696321065,0.9972221398445367,2.4110388839570014e-05,0.9358703007661129,0.0007455385513293895,69893.0,273.01953125
C_CL_MLP_loss,0.9862158956109135,0.00018165353299065353,0.9165012656341194,0.001709522414000098,3,0.8500835366970417,0.005441999702576409,0.9365807720757262,0.00464683176458193,0.8639353571769631,0.004985282440741886,0.9971597987296755,0.00012821113961381002,0.9347468634911902,0.001143231061745093,69893.0,273.01953125
C_CL_MLP_loss_fair,0.9862158956109135,0.00018165353299065353,0.9165012656341194,0.001709522414000098,3,0.8500835366970417,0.005441999702576409,0.9365807720757262,0.00464683176458193,0.8639353571769631,0.004985282440741886,0.9971597987296755,0.00012821113961381002,0.9347468634911902,0.001143231061745093,69893.0,273.01953125
D_Small_MLP,0.9883570581257414,0.0003984953032559972,0.9291968437137421,0.002626272528758452,3,0.8829677269920774,0.0073626579189836885,0.943676183083204,0.002236784102611781,0.8913296661431517,0.004875036992121738,0.9973238686821196,8.886557651834531e-05,0.930686773668158,0.0029703828803418555,3397.0,13.26953125
E2_KD_from_MLP,0.9874199288256228,0.0008947660065288055,0.9237041262165006,0.005381634040240212,3,0.8684480713095896,0.014695279762959992,0.9406953174654548,0.0011108356770210199,0.8760502114233039,0.013944655180029507,0.997320576999217,3.504806905724102e-05,0.9360064538849376,0.0011293858688832751,3397.0,13.26953125
E_KD_from_RF,0.9893060498220642,0.0007466245319592217,0.9337027156199328,0.00438427783417419,3,0.8739153778013525,0.009706036688390398,0.9530201342281878,1.1102230246251565e-16,0.8912227930006088,0.009392510204048852,0.9980780248943449,6.992545148862937e-05,0.9522772481751697,0.0029874794196846,3397.0,13.26953125
F_KD_from_CL_MLP,0.9878113879003559,0.0008293927507728425,0.9262620475451033,0.004304616540981338,3,0.8752935401299604,0.007098963206400031,0.9386453675140095,0.0047522853516126255,0.8844629713019255,0.01212231476553123,0.9972122957024094,0.00013735925828457535,0.9356960630772119,0.0021749834041191545,3397.0,13.26953125
F_KD_from_CL_MLP_fair,0.9878113879003559,0.0008293927507728425,0.9262620475451033,0.004304616540981338,3,0.8752935401299604,0.007098963206400031,0.9386453675140095,0.0047522853516126255,0.8844629713019255,0.01212231476553123,0.9972122957024094,0.00013735925828457535,0.9356960630772119,0.0021749834041191545,3397.0,13.26953125
J_CoDistill_RF_CL,0.9882028469750889,0.0014554536555596135,0.9278870142717035,0.008829717870700705,3,0.8620107406065629,0.025693788538982222,0.952109025113247,0.0012885028671511575,0.8798653575169252,0.01908009163805531,0.997829000758946,3.3368713473110924e-05,0.9476209473628364,0.0009935480144874834,3397.0,13.26953125
