Config,Accuracy_mean,Accuracy_std,MacroF1_mean,MacroF1_std,n_seeds,Blackhole_F1_mean,Blackhole_F1_std,Flooding_F1_mean,Flooding_F1_std,Grayhole_F1_mean,Grayhole_F1_std,Normal_F1_mean,Normal_F1_std,TDMA_F1_mean,TDMA_F1_std,params,size_kb
A_RF_500,0.9965996441281139,5.123195746935403e-05,0.9788888430705942,0.0002514417158354877,10,0.9903957236265057,0.0003113204604360566,0.9633025708283366,0.0007881170867351516,0.9833328953113801,0.0005374364196134534,0.998394885464682,2.9009790627440354e-05,0.9590181401220669,0.0001995667755950503,,85064.5361328125
B_Full_MLP,0.9873220640569397,0.00039885047143014136,0.9231949934342207,0.002375322638824394,10,0.8686063627222268,0.005138036726252456,0.9385401593405108,0.0026438029971641245,0.876712653987872,0.005858338704500731,0.9972290328398546,9.043214712164027e-05,0.9348867582806392,0.0033253805532038098,69893.0,273.01953125
C2_CL_MLP_domain,0.9857313167259788,0.00048065435508291333,0.9138075716951344,0.00315822145349155,10,0.8434452108985735,0.007630670458983531,0.9381933485212353,0.003752222685510814,0.8566409038089049,0.007506856026391914,0.9971502782731301,5.41084621472904e-05,0.9336081169738282,0.002285139372217632,69893.0,273.01953125
C_CL_MLP_loss,0.9858861209964414,0.0006486149542669324,0.9147295397337878,0.0039033725301293527,10,0.848594642951632,0.009365134825503366,0.9373032805386471,0.0029934164296217067,0.8557640458693282,0.011810625895474958,0.9971758813919612,7.447269599740946e-05,0.9348098479173697,0.0017585988307456074,69893.0,273.01953125
C_CL_MLP_loss_ext,0.9786672597864768,0.023789549086447655,0.8672566232448489,0.1548196369474477,10,0.7735441223368222,0.25792085049284635,0.9193659665323206,0.05374909957758208,0.7793706599142542,0.2599055602045897,0.9960293978633354,0.00349349464712302,0.8679729695775121,0.19917699892880641,69893.0,273.01953125
C_CL_MLP_loss_fair,0.9858861209964414,0.0006486149542669324,0.9147295397337878,0.0039033725301293527,10,0.848594642951632,0.009365134825503366,0.9373032805386471,0.0029934164296217067,0.8557640458693282,0.011810625895474958,0.9971758813919612,7.447269599740946e-05,0.9348098479173697,0.0017585988307456074,69893.0,273.01953125
D_Small_MLP,0.9888345195729537,0.0006369634567679617,0.9321689869057277,0.0037504644019022214,10,0.8912192458928644,0.009430919913043654,0.9411302600914764,0.004413042768087417,0.8979203716332224,0.007706107833196597,0.9972920587991869,0.00012445577217001018,0.9332829981118881,0.004003062689568874,3397.0,13.26953125
E2_KD_from_MLP,0.9880676156583631,0.0010782448341362034,0.9275475829152056,0.0068212425818299765,10,0.8792321437482057,0.018650789838504336,0.9407655171604498,0.003380411142076903,0.8873973036748725,0.014001371134395106,0.9972733590306564,0.00010272691722185647,0.9330695909618436,0.003271848320373135,3397.0,13.26953125
E_KD_from_RF,0.9891138790035587,0.0012482888073248888,0.9328081908495189,0.0075896541033712815,10,0.8731863403138209,0.021121387373436513,0.9530204846521937,0.0005778941287840636,0.8886956487140691,0.01729920244530646,0.9980210671913488,0.00010222543926870144,0.9511174133761615,0.002161287484702312,3397.0,13.26953125
F_KD_from_CL_MLP,0.9877491103202847,0.0005827639831070932,0.9258158079412458,0.003423305666040141,10,0.8756673179358477,0.010669074041408388,0.9398754187942193,0.0032909510477578258,0.8819514976289524,0.009355952552764798,0.9972516984156833,9.053189799228125e-05,0.9343331069315258,0.0019386677665354365,3397.0,13.26953125
F_KD_from_CL_MLP_ext,0.9855284697508896,0.006660934290132041,0.9172065778094864,0.02590494869627628,10,0.8716766604645547,0.024965419742926702,0.9370645003333609,0.005761031875514996,0.8827847634292901,0.020334630592669708,0.9960784383121795,0.0034057760472028277,0.8984285265080469,0.10385154168476651,3397.0,13.26953125
F_KD_from_CL_MLP_fair,0.9877491103202847,0.0005827639831070932,0.9258158079412458,0.003423305666040141,10,0.8756673179358477,0.010669074041408388,0.9398754187942193,0.0032909510477578258,0.8819514976289524,0.009355952552764798,0.9972516984156833,9.053189799228125e-05,0.9343331069315258,0.0019386677665354365,3397.0,13.26953125
G_KD_random_pacing,0.9875213523131674,0.0009147378615220824,0.9246030466320789,0.005503231580054863,10,0.8709259669006686,0.01493541943819685,0.9423849354697321,0.004965802683032975,0.8796795335319798,0.01155811103991492,0.9972497134505606,8.88978898589281e-05,0.9327750838074536,0.0022675255793152033,3397.0,13.26953125
I_KD_from_SMOTE_MLP,0.9883024911032028,0.0013640435234463584,0.9299777319832039,0.00831097212778357,10,0.8824809336428204,0.022005639164662822,0.950382601846657,0.0021645633335799566,0.8914944623932639,0.017688259016809947,0.9972556350028979,0.00016124205229780628,0.9282750270303793,0.006141838396242682,3397.0,13.26953125
J_CoDistill_RF_CL,0.9891334519572954,0.0018487373226269348,0.933525545706218,0.011361225414306765,10,0.8783420894707801,0.031782955739238235,0.9521900710211753,0.000861240833230462,0.8910651649890836,0.025467476556777065,0.9978666269304803,3.83909775342052e-05,0.9481637761195707,0.0014712839121963886,3397.0,13.26953125
