seed,student,route,weighting,class_index,class_name,support_rows,exact_group_count,kl_teacher_to_student_T4,js_T4,l1_T4,hard_agreement_T1,top2_overlap_T1,margin_abs_error_T1,teacher_correct_student_wrong_rate,teacher_wrong_student_correct_rate
456,student_A,rf_kd,exact_group_balanced,4,TDMA,997,988,0.014169649053686726,0.0036377714809253726,0.06661459679356566,0.9989878542510121,0.9509109311740891,0.006837225677041435,0.0,0.0010121457489878543
456,student_A,rf_kd,row_weighted,0,Blackhole,1590,1015,0.16689475385258284,0.04583905177062977,0.4244969390016933,0.8754716981132076,0.8927672955974842,0.4420392160307669,0.11509433962264151,0.009433962264150943
456,student_A,rf_kd,row_weighted,1,Flooding,495,474,0.03715574575938819,0.009017508523761797,0.17782594756708336,1.0,0.9939393939393939,0.07367404320599368,0.0,0.0
456,student_A,rf_kd,row_weighted,2,Grayhole,2149,1890,0.20442637060415356,0.06125625361674484,0.37365204473841057,0.7850162866449512,0.80316426244765,0.3105263640653241,0.20567705909725453,0.009306654257794323
456,student_A,rf_kd,row_weighted,3,Normal,51070,49807,0.004202706989794169,0.0010027343814419793,0.0380403093269388,0.9980223223027218,0.9963285686312904,0.0034310220923291466,0.0016643822204816918,0.00031329547679655374
456,student_A,rf_kd,row_weighted,4,TDMA,997,988,0.01420164280339686,0.0036523685059800066,0.06663140912940616,0.9989969909729187,0.950852557673019,0.006775986719013825,0.0,0.0010030090270812437
456,student_A,scratch,exact_group_balanced,0,Blackhole,1590,1015,0.16745266558235727,0.041997908700781766,0.38466527549171586,0.9280788177339901,0.7394088669950739,0.2308175072730613,0.05812807881773399,0.013793103448275862
456,student_A,scratch,exact_group_balanced,1,Flooding,495,474,0.43821500343129394,0.044438052133270504,0.3591527236538848,0.9978902953586498,0.9915611814345991,0.08185110014478386,0.0,0.0
456,student_A,scratch,exact_group_balanced,2,Grayhole,2149,1890,0.23899467736391614,0.06956153818327078,0.44542061090225643,0.8343915343915344,0.8021164021164021,0.20966624472245085,0.15555555555555556,0.010052910052910053
456,student_A,scratch,exact_group_balanced,3,Normal,51070,49807,0.18586477046040195,0.04203767502690305,0.41077746990340364,0.9949404702150301,0.9885357479872308,0.10600916937653596,0.004898909791796334,0.000140542494026944
456,student_A,scratch,exact_group_balanced,4,TDMA,997,988,1.8011263105902844,0.049458412872926266,0.2919904214901508,0.9979757085020243,0.6270242914979757,0.015179008100897107,0.0,0.0010121457489878543
456,student_A,scratch,row_weighted,0,Blackhole,1590,1015,0.20180461000231809,0.0530615972144437,0.47060568372159295,0.9327044025157233,0.8106918238993711,0.3277041445685682,0.057232704402515724,0.010062893081761006
456,student_A,scratch,row_weighted,1,Flooding,495,474,0.4289737018477928,0.04378131460911004,0.354347330829744,0.997979797979798,0.9919191919191919,0.07897553294548326,0.0,0.0
456,student_A,scratch,row_weighted,2,Grayhole,2149,1890,0.2623122296598737,0.0766831957831616,0.4771168193124041,0.8040949278734295,0.7829222894369474,0.2395182755731384,0.18520241973010704,0.010702652396463471
456,student_A,scratch,row_weighted,3,Normal,51070,49807,0.1848339917916597,0.041867348769692336,0.40953062818963737,0.9948893675347562,0.9883395339729782,0.10581769211324293,0.004953984726845506,0.00013706677109849227
456,student_A,scratch,row_weighted,4,TDMA,997,988,1.7906674868239423,0.049509376953195676,0.2919795327862416,0.9979939819458375,0.6263791374122367,0.015062570231476604,0.0,0.0010030090270812437
456,student_B,rf_kd,exact_group_balanced,0,Blackhole,1590,1015,0.08594983635356711,0.02306769570751441,0.2679049100593062,0.9103448275862069,0.8832512315270936,0.20052873459227166,0.08078817733990148,0.008866995073891626
456,student_B,rf_kd,exact_group_balanced,1,Flooding,495,474,0.028369475737236822,0.007009244438917719,0.15799517284263898,1.0,0.9957805907172996,0.07472166181714512,0.0,0.0
456,student_B,rf_kd,exact_group_balanced,2,Grayhole,2149,1890,0.13631474914186287,0.04106344748885861,0.2797779958608639,0.9153439153439153,0.8394179894179894,0.16288839316929546,0.07777777777777778,0.0068783068783068784
456,student_B,rf_kd,exact_group_balanced,3,Normal,51070,49807,0.0033180897215147474,0.0007925127321391666,0.03363723682710904,0.9981327925793563,0.9969080651314073,0.003316541366660063,0.001545967434296384,0.00032123998634730057
456,student_B,rf_kd,exact_group_balanced,4,TDMA,997,988,0.007845564635636414,0.0018940001569430647,0.046930034979193555,0.9989878542510121,0.957995951417004,0.003890026607965005,0.0,0.0010121457489878543
