Config,Accuracy_mean,Accuracy_std,MacroF1_mean,MacroF1_std,n_seeds,Blackhole_F1_mean,Blackhole_F1_std,Flooding_F1_mean,Flooding_F1_std,Grayhole_F1_mean,Grayhole_F1_std,Normal_F1_mean,Normal_F1_std,TDMA_F1_mean,TDMA_F1_std,params,size_kb
A_RF_500,0.9966725978647687,0.0,0.9794104671782549,0.0,1,0.9907590759075907,0.0,0.9649122807017544,0.0,0.9835315645013724,0.0,0.9984321411073004,0.0,0.959417273673257,0.0,,85064.5361328125
B_Full_MLP,0.9876512455516014,0.0,0.9254719225498121,0.0,1,0.8736681887366818,0.0,0.9403973509933775,0.0,0.8797332698261491,0.0,0.9972615109784945,0.0,0.9362992922143579,0.0,69893.0,273.01953125
C2_CL_MLP_domain,0.986423487544484,0.0,0.9172506516071888,0.0,1,0.8512628624883068,0.0,0.9350893697083725,0.0,0.8682424526094079,0.0,0.9971827667782435,0.0,0.9344758064516129,0.0,69893.0,273.01953125
C_CL_MLP_loss,0.9858896797153025,0.0,0.9130548869579689,0.0,1,0.8463183623586923,0.0,0.9263746505125815,0.0,0.8609523809523809,0.0,0.9971532345145774,0.0,0.9344758064516129,0.0,69893.0,273.01953125
C_CL_MLP_loss_ext,0.9866192170818505,0.0,0.9185284239661895,0.0,1,0.8550093341630367,0.0,0.9350893697083725,0.0,0.8699320365596438,0.0,0.997192610479612,0.0,0.9354187689202825,0.0,69893.0,273.01953125
C_CL_MLP_loss_fair,0.9858896797153025,0.0,0.9130548869579689,0.0,1,0.8463183623586923,0.0,0.9263746505125815,0.0,0.8609523809523809,0.0,0.9971532345145774,0.0,0.9344758064516129,0.0,69893.0,273.01953125
D_Small_MLP,0.9847864768683274,0.0,0.9104146892847712,0.0,1,0.8498651483368295,0.0,0.9315838800374883,0.0,0.8494983277591973,0.0,0.9965130099109099,0.0,0.9246130803794309,0.0,1189.0,4.64453125
E2_KD_from_MLP,0.9856049822064057,0.0,0.9140423319862206,0.0,1,0.8404833836858006,0.0,0.9448669201520913,0.0,0.8503824091778203,0.0,0.9972319833526375,0.0,0.937246963562753,0.0,1189.0,4.64453125
E_KD_from_RF,0.9877402135231317,0.0,0.9248593568626194,0.0,1,0.8497536945812808,0.0,0.9548511047070125,0.0,0.8666507062485037,0.0,0.9980490387349144,0.0,0.9549922400413865,0.0,1189.0,4.64453125
F_KD_from_CL_MLP,0.9848220640569395,0.0,0.9081237527227003,0.0,1,0.8278840222085133,0.0,0.9403973509933775,0.0,0.8477696483360868,0.0,0.9971040102095912,0.0,0.927463731865933,0.0,1189.0,4.64453125
F_KD_from_CL_MLP_ext,0.984644128113879,0.0,0.9072288899275993,0.0,1,0.8285539963392312,0.0,0.9395085066162571,0.0,0.8450368959771483,0.0,0.9970450507053592,0.0,0.926,0.0,1189.0,4.64453125
F_KD_from_CL_MLP_fair,0.9848220640569395,0.0,0.9081237527227003,0.0,1,0.8278840222085133,0.0,0.9403973509933775,0.0,0.8477696483360868,0.0,0.9971040102095912,0.0,0.927463731865933,0.0,1189.0,4.64453125
G_KD_random_pacing,0.9853202846975089,0.0,0.9127354486610514,0.0,1,0.83926453143535,0.0,0.9521072796934866,0.0,0.8463782207097715,0.0,0.9972123520288974,0.0,0.928714859437751,0.0,1189.0,4.64453125
I_KD_from_SMOTE_MLP,0.984644128113879,0.0,0.9073417821765009,0.0,1,0.8193224592220828,0.0,0.9502868068833652,0.0,0.8452742123687281,0.0,0.9972123520288974,0.0,0.9246130803794309,0.0,1189.0,4.64453125
J_CoDistill_RF_CL,0.9859964412811388,0.0,0.9147304195146676,0.0,1,0.8264256777812402,0.0,0.9539347408829175,0.0,0.850742749351568,0.0,0.9977636534839924,0.0,0.9447852760736196,0.0,1189.0,4.64453125
