view,seed,category,student,route,accuracy_minus_row_level,macro_f1_minus_row_level
pure_group_representative,789,student,student_B,F_KD_from_CL_MLP_ext,0.0017934215272734644,-0.0005869457925479216
inverse_test_group_size,789,student,student_B,G_KD_random_pacing,0.001614779887566531,-0.0016178706278540123
pure_group_representative,789,student,student_B,G_KD_random_pacing,0.001614779887566531,-0.0016178706278542343
inverse_test_group_size,789,student,student_B,I_KD_from_SMOTE_MLP,0.002097092249532695,0.00022456890953570507
pure_group_representative,789,student,student_B,I_KD_from_SMOTE_MLP,0.002097092249532695,0.00022456890953548303
inverse_test_group_size,789,student,student_B,J_CoDistill_RF_CL,0.002203704587077082,0.00046333293393074904
pure_group_representative,789,student,student_B,J_CoDistill_RF_CL,0.002203704587077082,0.00046333293393074904
inverse_test_group_size,1001,teacher,,A_RF_500_uncalibrated,2.3541250535386027e-05,-0.0009874822006322725
pure_group_representative,1001,teacher,,A_RF_500_uncalibrated,2.3541250535386027e-05,-0.0009874822006322725
inverse_test_group_size,1001,teacher,,A_calibrated_RF_KD_teacher,3.6874800809494346e-06,-0.0011890289982018354
pure_group_representative,1001,teacher,,A_calibrated_RF_KD_teacher,3.6874800809494346e-06,-0.0011890289982018354
inverse_test_group_size,1001,teacher,,B_Full_MLP,0.0018366158958396106,-0.00027913031925108633
pure_group_representative,1001,teacher,,B_Full_MLP,0.0018366158958396106,-0.0002791303192513084
inverse_test_group_size,1001,teacher,,C_CL_MLP_loss_fair,0.001960207952945825,-0.0011013794395413612
pure_group_representative,1001,teacher,,C_CL_MLP_loss_fair,0.001960207952945825,-0.0011013794395414722
inverse_test_group_size,1001,teacher,,C_CL_MLP_loss_ext,0.0016085035977835282,-0.001450916673665703
pure_group_representative,1001,teacher,,C_CL_MLP_loss_ext,0.0016085035977835282,-0.0014509166736659251
inverse_test_group_size,1001,teacher,,C2_CL_MLP_domain,0.001866190489350883,-0.0013364669515617544
pure_group_representative,1001,teacher,,C2_CL_MLP_domain,0.001866190489350883,-0.0013364669515619765
inverse_test_group_size,1001,teacher,,G_random_pacing_teacher,0.0015715855190002737,-0.0019105210957386376
pure_group_representative,1001,teacher,,G_random_pacing_teacher,0.0015715855190002737,-0.0019105210957388596
inverse_test_group_size,1001,teacher,,I_SMOTE_MLP_teacher,0.0007463493125901,-0.00074879209581169
pure_group_representative,1001,teacher,,I_SMOTE_MLP_teacher,0.0007463493125901,-0.0007487920958118011
inverse_test_group_size,1001,student,student_A,D_Small_MLP,0.001421451277315855,-0.003328751797423757
pure_group_representative,1001,student,student_A,D_Small_MLP,0.001421451277315855,-0.003328751797423868
inverse_test_group_size,1001,student,student_A,E_KD_from_RF,0.002297722050671913,-4.2701958554602903e-05
pure_group_representative,1001,student,student_A,E_KD_from_RF,0.002297722050671913,-4.270195855482495e-05
inverse_test_group_size,1001,student,student_A,E2_KD_from_MLP,0.0015896747284345203,-0.00278812161294395
pure_group_representative,1001,student,student_A,E2_KD_from_MLP,0.0015896747284345203,-0.002788121612944061
inverse_test_group_size,1001,student,student_A,F_KD_from_CL_MLP_fair,0.0022471841968338957,0.0002771137614013819
pure_group_representative,1001,student,student_A,F_KD_from_CL_MLP_fair,0.0022471841968338957,0.00027711376140115984
inverse_test_group_size,1001,student,student_A,F_KD_from_CL_MLP_ext,0.002410156259274987,0.0006795613127903444
pure_group_representative,1001,student,student_A,F_KD_from_CL_MLP_ext,0.002410156259274987,0.0006795613127903444
inverse_test_group_size,1001,student,student_A,G_KD_random_pacing,0.002129498599553248,0.0007934505904618749
pure_group_representative,1001,student,student_A,G_KD_random_pacing,0.002129498599553248,0.0007934505904616529
inverse_test_group_size,1001,student,student_A,I_KD_from_SMOTE_MLP,0.0025341604407219664,0.00200077520790809
pure_group_representative,1001,student,student_A,I_KD_from_SMOTE_MLP,0.0025341604407219664,0.0020007752079078678
inverse_test_group_size,1001,student,student_A,J_CoDistill_RF_CL,0.0018947824761401666,-0.0016708685339230644
pure_group_representative,1001,student,student_A,J_CoDistill_RF_CL,0.0018947824761401666,-0.0016708685339232865
inverse_test_group_size,1001,student,student_B,D_Small_MLP,0.0012247627225582258,-0.0022127165320434683
pure_group_representative,1001,student,student_B,D_Small_MLP,0.0012247627225582258,-0.0022127165320438014
inverse_test_group_size,1001,student,student_B,E_KD_from_RF,0.001822467932786953,0.0017234243096864166
pure_group_representative,1001,student,student_B,E_KD_from_RF,0.001822467932786953,0.0017234243096861945
inverse_test_group_size,1001,student,student_B,E2_KD_from_MLP,0.0016642505459156798,-0.0007844845995471639
pure_group_representative,1001,student,student_B,E2_KD_from_MLP,0.0016642505459156798,-0.0007844845995473859
inverse_test_group_size,1001,student,student_B,F_KD_from_CL_MLP_fair,0.001187474813817646,-0.0030800618233584043
pure_group_representative,1001,student,student_B,F_KD_from_CL_MLP_fair,0.001187474813817646,-0.0030800618233586263
inverse_test_group_size,1001,student,student_B,F_KD_from_CL_MLP_ext,0.0010635129267539956,-0.0034364772338651983
pure_group_representative,1001,student,student_B,F_KD_from_CL_MLP_ext,0.0010635129267539956,-0.0034364772338655314
inverse_test_group_size,1001,student,student_B,G_KD_random_pacing,0.0017116291076705314,0.0002141106570426876
pure_group_representative,1001,student,student_B,G_KD_random_pacing,0.0017116291076705314,0.0002141106570426876
inverse_test_group_size,1001,student,student_B,I_KD_from_SMOTE_MLP,0.0013682085501188768,-0.0030064411309143058
pure_group_representative,1001,student,student_B,I_KD_from_SMOTE_MLP,0.0013682085501188768,-0.003006441130914639
inverse_test_group_size,1001,student,student_B,J_CoDistill_RF_CL,0.0019379768447063128,-0.0005080048317764874
pure_group_representative,1001,student,student_B,J_CoDistill_RF_CL,0.0019379768447063128,-0.0005080048317767094
inverse_test_group_size,2024,teacher,,A_RF_500_uncalibrated,3.921082780133922e-05,-0.0010617661940761636
pure_group_representative,2024,teacher,,A_RF_500_uncalibrated,3.921082780133922e-05,-0.0010617661940761636
inverse_test_group_size,2024,teacher,,A_calibrated_RF_KD_teacher,2.214651947252122e-05,-0.0011055455045733131
pure_group_representative,2024,teacher,,A_calibrated_RF_KD_teacher,2.214651947252122e-05,-0.0011055455045733131
inverse_test_group_size,2024,teacher,,B_Full_MLP,0.001755108717427456,-0.0015010110443549607
pure_group_representative,2024,teacher,,B_Full_MLP,0.001755108717427456,-0.0015010110443551827
inverse_test_group_size,2024,teacher,,C_CL_MLP_loss_fair,0.002044134763526384,-0.0005460895822405609
pure_group_representative,2024,teacher,,C_CL_MLP_loss_fair,0.002044134763526384,-0.0005460895822405609
inverse_test_group_size,2024,teacher,,C_CL_MLP_loss_ext,0.0017077301556724933,-0.0016209146435247623
pure_group_representative,2024,teacher,,C_CL_MLP_loss_ext,0.0017077301556724933,-0.0016209146435248734
inverse_test_group_size,2024,teacher,,C2_CL_MLP_domain,0.002118995822198211,-0.0007008702660176169
pure_group_representative,2024,teacher,,C2_CL_MLP_domain,0.002118995822198211,-0.0007008702660176169
inverse_test_group_size,2024,teacher,,G_random_pacing_teacher,0.001852613008679338,-0.0006457548988899608
pure_group_representative,2024,teacher,,G_random_pacing_teacher,0.001852613008679338,-0.0006457548988900719
