view,seed,category,student,route,class_id,class_name,precision,recall,f1,support
pure_group_representative,42,student,student_A,E_KD_from_RF,3,Normal,0.9985728356348871,0.9974100026100748,0.9979910803969625,49807.0
pure_group_representative,42,student,student_A,E_KD_from_RF,4,TDMA,0.9810526315789474,0.9433198380566802,0.9618163054695562,988.0
row_level,42,student,student_A,E2_KD_from_MLP,0,Blackhole,0.7996651785714286,0.9012578616352201,0.8474275576581904,1590.0
row_level,42,student,student_A,E2_KD_from_MLP,1,Flooding,0.8882882882882883,0.9959595959595959,0.939047619047619,495.0
row_level,42,student,student_A,E2_KD_from_MLP,2,Grayhole,0.8753056234718827,0.8329455560725919,0.8536003814973772,2149.0
row_level,42,student,student_A,E2_KD_from_MLP,3,Normal,0.9988606227286121,0.9956334442921481,0.9972444226526109,51070.0
row_level,42,student,student_A,E2_KD_from_MLP,4,TDMA,0.9372509960159362,0.9438314944834504,0.9405297351324338,997.0
inverse_test_group_size,42,student,student_A,E2_KD_from_MLP,0,Blackhole,0.7694859038142634,0.9142857142857143,0.8356596127870337,1014.9999999999998
inverse_test_group_size,42,student,student_A,E2_KD_from_MLP,1,Flooding,0.8838951310861424,0.9957805907172996,0.9365079365079365,474.0
inverse_test_group_size,42,student,student_A,E2_KD_from_MLP,2,Grayhole,0.8990518683770219,0.8529100529100527,0.8753733369535703,1890.0000000000002
inverse_test_group_size,42,student,student_A,E2_KD_from_MLP,3,Normal,0.9988317757009346,0.9956431826851647,0.9972349303705194,49807.00000000006
inverse_test_group_size,42,student,student_A,E2_KD_from_MLP,4,TDMA,0.9385699899295066,0.9433198380566802,0.9409389197375063,988.0
pure_group_representative,42,student,student_A,E2_KD_from_MLP,0,Blackhole,0.7694859038142621,0.9142857142857143,0.8356596127870328,1015.0
pure_group_representative,42,student,student_A,E2_KD_from_MLP,1,Flooding,0.8838951310861424,0.9957805907172996,0.9365079365079365,474.0
pure_group_representative,42,student,student_A,E2_KD_from_MLP,2,Grayhole,0.8990518683770218,0.852910052910053,0.8753733369535704,1890.0
pure_group_representative,42,student,student_A,E2_KD_from_MLP,3,Normal,0.9988317757009346,0.9956431826851647,0.9972349303705194,49807.0
pure_group_representative,42,student,student_A,E2_KD_from_MLP,4,TDMA,0.9385699899295066,0.9433198380566802,0.9409389197375063,988.0
row_level,42,student,student_A,F_KD_from_CL_MLP_fair,0,Blackhole,0.7774987443495731,0.9735849056603774,0.8645629712370846,1590.0
row_level,42,student,student_A,F_KD_from_CL_MLP_fair,1,Flooding,0.8931159420289855,0.9959595959595959,0.941738299904489,495.0
row_level,42,student,student_A,F_KD_from_CL_MLP_fair,2,Grayhole,0.9221200648999459,0.793392275476966,0.8529264632316158,2149.0
row_level,42,student,student_A,F_KD_from_CL_MLP_fair,3,Normal,0.9988411148867632,0.9957313491286469,0.9972838077681137,51070.0
row_level,42,student,student_A,F_KD_from_CL_MLP_fair,4,TDMA,0.9418837675350702,0.9428284854563691,0.9423558897243107,997.0
inverse_test_group_size,42,student,student_A,F_KD_from_CL_MLP_fair,0,Blackhole,0.7430293896006046,0.9714285714285712,0.8420153714773707,1014.9999999999998
inverse_test_group_size,42,student,student_A,F_KD_from_CL_MLP_fair,1,Flooding,0.8888888888888888,0.9957805907172996,0.9393034825870646,474.0
inverse_test_group_size,42,student,student_A,F_KD_from_CL_MLP_fair,2,Grayhole,0.9241791044776122,0.8190476190476188,0.8684431977559607,1890.0000000000002
inverse_test_group_size,42,student,student_A,F_KD_from_CL_MLP_fair,3,Normal,0.9988117775003021,0.9957435701808983,0.9972753139421482,49807.00000000006
inverse_test_group_size,42,student,student_A,F_KD_from_CL_MLP_fair,4,TDMA,0.9432624113475178,0.9423076923076923,0.9427848101265823,988.0
pure_group_representative,42,student,student_A,F_KD_from_CL_MLP_fair,0,Blackhole,0.7430293896006028,0.9714285714285714,0.8420153714773698,1015.0
pure_group_representative,42,student,student_A,F_KD_from_CL_MLP_fair,1,Flooding,0.8888888888888888,0.9957805907172996,0.9393034825870646,474.0
pure_group_representative,42,student,student_A,F_KD_from_CL_MLP_fair,2,Grayhole,0.924179104477612,0.819047619047619,0.8684431977559607,1890.0
pure_group_representative,42,student,student_A,F_KD_from_CL_MLP_fair,3,Normal,0.9988117775003021,0.9957435701808983,0.9972753139421482,49807.0
pure_group_representative,42,student,student_A,F_KD_from_CL_MLP_fair,4,TDMA,0.9432624113475178,0.9423076923076923,0.9427848101265823,988.0
row_level,42,student,student_A,F_KD_from_CL_MLP_ext,0,Blackhole,0.7768465165007857,0.9327044025157233,0.8476707630751643,1590.0
row_level,42,student,student_A,F_KD_from_CL_MLP_ext,1,Flooding,0.8898916967509025,0.9959595959595959,0.9399428026692088,495.0
row_level,42,student,student_A,F_KD_from_CL_MLP_ext,2,Grayhole,0.8914728682170543,0.8026989297347603,0.8447600391772772,2149.0
row_level,42,student,student_A,F_KD_from_CL_MLP_ext,3,Normal,0.9988606898719258,0.9956921871940474,0.9972739218262763,51070.0
row_level,42,student,student_A,F_KD_from_CL_MLP_ext,4,TDMA,0.9437185929648241,0.9418254764292878,0.9427710843373494,997.0
