view,family,seed,left_route,right_route,left_macro_f1,right_macro_f1,macro_f1_delta,class_0_Blackhole_f1_delta,class_1_Flooding_f1_delta,class_2_Grayhole_f1_delta,class_3_Normal_f1_delta,class_4_TDMA_f1_delta
row_level,teacher,1001,C_CL_MLP_loss_ext,B_Full_MLP,0.9234225467545321,0.9221916295812832,0.0012309171732488577,0.005370902157806778,-0.007073678169165598,0.0012373422111250365,3.9374505188427555e-05,0.0065806451612904215
row_level,teacher,2024,C_CL_MLP_loss_ext,B_Full_MLP,0.9189725583705142,0.9212799873472985,-0.002307428976784376,0.0016885047710648582,-0.010630832829435,-0.0010012616323921142,-0.0001671160965001084,-0.0014264390966594043
row_level,teacher,3141,C_CL_MLP_loss_ext,B_Full_MLP,0.9225908178633728,0.9251947094524192,-0.002603891589046392,-0.0041440986006591185,0.0061953130329566175,-0.018592513810699707,0.00018677314198944917,0.0033350682911813534
row_level,teacher,5678,C_CL_MLP_loss_ext,B_Full_MLP,0.9165421216050751,0.921910593775514,-0.005368472170438898,-0.011672761266058984,-0.004433596771118431,-0.015594047786696708,0.00014746404646726052,0.004710580925212038
row_level,teacher,8192,C_CL_MLP_loss_ext,B_Full_MLP,0.9174075213281198,0.9233449207333612,-0.005937399405241406,-0.01313527911353951,0.0,-0.014206526261536179,-2.9543375513085834e-05,-0.002315648275618587
row_level,teacher,9999,C_CL_MLP_loss_ext,B_Full_MLP,0.9229361002534464,0.9238687907765941,-0.0009326905231477056,0.004622788741895367,-0.0017852616331703874,-0.006819039162298535,-0.0002064611035349495,-0.0004754794586304678
row_level,student_A,42,E_KD_from_RF,D_Small_MLP,0.9146237916726868,0.9102878179701264,0.004335973702560447,-0.04883825156213495,0.013436413112036139,0.02973470568867964,0.0042402511736051585,0.023106750100615137
row_level,student_A,123,E_KD_from_RF,D_Small_MLP,0.9125468419852775,0.9127184098496748,-0.00017156786439731508,-0.032289177026989746,0.01678520421968599,-0.004715949508350303,0.0011405928620646932,0.01822149013160257
row_level,student_A,456,E_KD_from_RF,D_Small_MLP,0.9096287225595748,0.9136135634364955,-0.003984840876920637,-0.03891975524533753,0.007141143506384728,-0.003216526287808108,0.0015742965320405533,0.013496637110117393
row_level,student_A,789,E_KD_from_RF,D_Small_MLP,0.9035214827826703,0.9140663271131283,-0.010544844330457992,-0.06438689875531234,0.01067125552299697,-0.02504543843072582,0.002569964522895707,0.023466895487855854
row_level,student_A,1001,E_KD_from_RF,D_Small_MLP,0.9175728594370384,0.9205760057747921,-0.0030031463377537815,-0.03717695376038854,0.014765940137015043,-0.021335678484514453,0.0010323531329921032,0.027698607286127053
row_level,student_A,2024,E_KD_from_RF,D_Small_MLP,0.9148331800245334,0.9163903428461037,-0.001557162821570257,-0.038962506050832624,0.011527724816714713,-0.005883760628100587,0.0012391076744148188,0.024293620079952394
row_level,student_A,3141,E_KD_from_RF,D_Small_MLP,0.9190117229227657,0.9104557097556591,0.008556013167106524,-0.0005065235096282095,0.006129421039754224,0.007305352286427147,0.0011307000915926624,0.028721115927386465
row_level,student_A,5678,E_KD_from_RF,D_Small_MLP,0.9170863406862425,0.9269548719283917,-0.009868531242149148,-0.05033294163728941,0.004475942490040352,-0.02657753943634833,0.001022856209659695,0.02206902616319195
row_level,student_A,8192,E_KD_from_RF,D_Small_MLP,0.9162882264816444,0.9071707940474392,0.009117432434205264,-0.02284641324340897,0.0026906808568699647,0.0354825537368888,0.0030049168071016874,0.027255424013574614
row_level,student_A,9999,E_KD_from_RF,D_Small_MLP,0.9126938682901219,0.9156884336570936,-0.0029945653669717354,-0.029402423891270346,0.0034642200234098475,-0.009004386623682636,0.0006487504635730446,0.019321013193110526
row_level,student_A,42,E2_KD_from_MLP,D_Small_MLP,0.9155699431976462,0.9102878179701264,0.005282125227519807,-0.03226950030860243,0.010745732255166174,0.042982491691443636,0.003483106428097016,0.001468796071494749
row_level,student_A,123,E2_KD_from_MLP,D_Small_MLP,0.9159765678416825,0.9127184098496748,0.003258157992007682,-0.007280737580780405,0.012309261729645637,0.005820746937643118,0.0007570761226208811,0.004684442750908069
row_level,student_A,456,E2_KD_from_MLP,D_Small_MLP,0.9155420090058104,0.9136135634364955,0.0019284455693149294,-0.006930279670760875,0.0,0.01984627604896738,0.0009841393167657753,-0.004257907848396525
row_level,student_A,789,E2_KD_from_MLP,D_Small_MLP,0.9127223431097191,0.9140663271131283,-0.0013439840034091821,-0.02046300881711749,0.0061953130329566175,-0.0005751385092527261,0.002009406838259009,0.0061135074381091226
row_level,student_A,1001,E2_KD_from_MLP,D_Small_MLP,0.9213863760258987,0.9205760057747921,0.0008103702511065292,-0.009098805724480186,0.0121935016144753,-0.004474848272463916,0.00029506407483193,0.005136939563169074
row_level,student_A,2024,E2_KD_from_MLP,D_Small_MLP,0.9109794161142795,0.9163903428461037,-0.005410926731824195,-0.030119583364548008,0.011527724816714713,-0.0021307084790741504,0.0005704093003034982,-0.006902475932516805
row_level,student_A,3141,E2_KD_from_MLP,D_Small_MLP,0.9098449797845474,0.9104557097556591,-0.0006107299711117786,-0.0090495142697965,0.005345646271104565,-0.0024691358024692134,0.0003245574206632851,0.0027947965249380813
row_level,student_A,5678,E2_KD_from_MLP,D_Small_MLP,0.9126250806293047,0.9269548719283917,-0.014329791299086958,-0.04307803967650514,0.0017852616331703874,-0.03101232731666137,0.00024585380694175374,0.00041029505761869256
row_level,student_A,8192,E2_KD_from_MLP,D_Small_MLP,0.9141858051483605,0.9071707940474392,0.007015011100921287,-0.007341269841269815,-0.0017852616331703874,0.031055458093235733,0.002296470939569195,0.010849657946240931
row_level,student_A,9999,E2_KD_from_MLP,D_Small_MLP,0.9143754691734248,0.9156884336570936,-0.0013129644836687993,-0.00531643833656692,0.003577337242039902,-0.003390665636732404,9.839564533764555e-05,-0.0015334513324217758
row_level,student_A,42,F_KD_from_CL_MLP_fair,E2_KD_from_MLP,0.9197734863731227,0.9155699431976462,0.004203543175476554,0.017135413578894143,0.0026906808568699647,-0.0006739182657613529,3.938511550272139e-05,0.0018261545918769606
row_level,student_A,123,F_KD_from_CL_MLP_fair,E2_KD_from_MLP,0.9181436144013666,0.9159765678416825,0.002167046559684138,0.012303982418994885,-0.00011950027159146615,0.005972976543889064,-0.0002260760825801844,-0.0070961498102912746
row_level,student_A,456,F_KD_from_CL_MLP_fair,E2_KD_from_MLP,0.9143222658720245,0.9155420090058104,-0.0012197431337859221,-0.003575688942182742,0.0035569825172144798,-0.00993182851083163,6.891324831581613e-05,0.003782906018554133
row_level,student_A,789,F_KD_from_CL_MLP_fair,E2_KD_from_MLP,0.9133321327460472,0.9127223431097191,0.000609789636328073,0.004474167431495535,0.0026804452547601887,0.00359867213139764,-0.0001278222322431688,-0.007576514403769163
row_level,student_A,1001,F_KD_from_CL_MLP_fair,E2_KD_from_MLP,0.914253605467421,0.9213863760258987,-0.007132770558477719,-0.02201158054136998,-0.0008917815008701035,-0.014161829336053033,4.916046857850187e-05,0.0013521781173257974
row_level,student_A,2024,F_KD_from_CL_MLP_fair,E2_KD_from_MLP,0.9121671468009154,0.9109794161142795,0.0011877306866359127,0.009978509762745613,-0.007127573444367319,-0.008193405063138925,0.0,0.011281122177939862
row_level,student_A,3141,F_KD_from_CL_MLP_fair,E2_KD_from_MLP,0.9201624162944851,0.9098449797845474,0.010317436509937772,0.02730857828897948,-0.003570532963605766,0.02742104804569323,-3.9336474592421844e-05,0.0004674256532148924
row_level,student_A,5678,F_KD_from_CL_MLP_fair,E2_KD_from_MLP,0.9138400872340547,0.9126250806293047,0.0012150066047500463,0.0005830158150216258,0.0008951836215898012,0.00262262683379344,8.855214659309052e-05,0.0018856546067519409
row_level,student_A,8192,F_KD_from_CL_MLP_fair,E2_KD_from_MLP,0.9161774409688348,0.9141858051483605,0.0019916358204743467,0.0032492022048158375,0.0026804452547601887,0.0029566383020175335,0.00017696554104884576,0.0008949277997301053
row_level,student_A,9999,F_KD_from_CL_MLP_fair,E2_KD_from_MLP,0.9113965291449164,0.9143754691734248,-0.0029789400285084033,-0.002143269149124105,0.0,-0.0097391201575725,-0.00030488176369913855,-0.0027074290721469385
row_level,student_A,42,F_KD_from_CL_MLP_ext,E2_KD_from_MLP,0.9144837222170551,0.9155699431976462,-0.0010862209805910794,0.00024320541697386844,0.0008951836215898012,-0.008840342320100003,2.9499173665348266e-05,0.002241349204915588
row_level,student_A,123,F_KD_from_CL_MLP_ext,E2_KD_from_MLP,0.9137514971899302,0.9159765678416825,-0.002225070651752259,-0.006201133590961638,0.0008917815008701035,-0.0023162771612635913,-0.0001179400177204748,-0.003381783989685694
row_level,student_A,456,F_KD_from_CL_MLP_ext,E2_KD_from_MLP,0.9090930748632292,0.9155420090058104,-0.006448934142581186,-0.009832099657847482,0.0026652010163443762,-0.021207037467200096,-0.00011798628186110438,-0.003752748322342625
row_level,student_A,789,F_KD_from_CL_MLP_ext,E2_KD_from_MLP,0.911799957511343,0.9127223431097191,-0.0009223855983760965,0.0034102594595351032,0.0008917815008701035,-0.0049850902299112265,-0.00015732429886361476,-0.0037715544235102927
