view,category,student,route,class_id,class_name,f1_mean,f1_sample_sd,f1_values_json
inverse_test_group_size,student,student_B,J_CoDistill_RF_CL,1,Flooding,0.9383697813121273,1.1702778228589004e-16,"[0.9383697813121272,0.9383697813121272,0.9383697813121272,0.9383697813121272,0.9383697813121272,0.9383697813121272,0.9383697813121272,0.9383697813121272,0.9383697813121272,0.9383697813121272]"
inverse_test_group_size,student,student_B,J_CoDistill_RF_CL,2,Grayhole,0.8925313300634412,0.016052648338757677,"[0.8862894450489659,0.8997607019409728,0.8942333971030337,0.8820793433652527,0.8797556234379336,0.8838992332968235,0.933438155136268,0.8917232021709636,0.8955627705627707,0.8785714285714283]"
inverse_test_group_size,student,student_B,J_CoDistill_RF_CL,3,Normal,0.99783968334308,5.9858525322042324e-05,"[0.9979504902748755,0.9977490604337078,0.9978498080903483,0.9978598772192471,0.997779363149486,0.9978093974838217,0.9978497216695806,0.9979100938448244,0.9978397387591058,0.9977992825058033]"
inverse_test_group_size,student,student_B,J_CoDistill_RF_CL,4,TDMA,0.9554550172413849,0.00178111495840921,"[0.9598352214212152,0.9544290834613415,0.955407483341876,0.9534526854219949,0.9549180327868853,0.9544290834613415,0.9544290834613415,0.955407483341876,0.955407483341876,0.9568345323741008]"
inverse_test_group_size,teacher,,A_RF_500_uncalibrated,0,Blackhole,0.987079921508086,0.001163627356816321,"[0.9882468168462294,0.9887420460107686,0.9853085210577867,0.9882812500000004,0.9867711905928468,0.9853085210577867,0.9867970660146702,0.9872673849167485,0.9872922776148586,0.9867841409691632]"
inverse_test_group_size,teacher,,A_RF_500_uncalibrated,1,Flooding,0.9566280327690346,0.0007644935738677333,"[0.9564336372847011,0.9574036511156186,0.9564336372847011,0.9554655870445344,0.9564336372847011,0.9574036511156186,0.9574036511156186,0.9574036511156186,0.9554655870445344,0.9564336372847011]"
inverse_test_group_size,teacher,,A_RF_500_uncalibrated,2,Grayhole,0.9816108295051814,0.0007584452096596302,"[0.9814323607427056,0.9827448898327582,0.9801008224993367,0.9822045152722444,0.98224224754837,0.9811621119660388,0.9811521104327051,0.9814323607427056,0.9822045152722444,0.9814323607427056]"
inverse_test_group_size,teacher,,A_RF_500_uncalibrated,3,Normal,0.9985375493950535,2.0106848959269654e-05,"[0.9985044214921658,0.9985546522131888,0.9985144738426949,0.9985244667503137,0.998564617314931,0.9985646749440424,0.9985345485204963,0.9985345485204963,0.9985445712507653,0.9985345191014394]"
inverse_test_group_size,teacher,,A_RF_500_uncalibrated,4,TDMA,0.9687825182101977,0.0,"[0.9687825182101977,0.9687825182101977,0.9687825182101977,0.9687825182101977,0.9687825182101977,0.9687825182101977,0.9687825182101977,0.9687825182101977,0.9687825182101977,0.9687825182101977]"
inverse_test_group_size,teacher,,A_calibrated_RF_KD_teacher,0,Blackhole,0.985861304742398,0.0007000004083943464,"[0.9852362204724411,0.9871921182266011,0.9862068965517242,0.9862068965517242,0.9856931425752344,0.9861932938856017,0.9852216748768474,0.9847215377033022,0.9857072449482505,0.986234021632252]"
inverse_test_group_size,teacher,,A_calibrated_RF_KD_teacher,1,Flooding,0.9586573005345844,0.0017028238110367894,"[0.9582909460834181,0.9574036511156186,0.960325534079349,0.9582909460834181,0.9612244897959183,0.9602446483180428,0.9572301425661914,0.9571428571428572,0.9601634320735445,0.9562563580874873]"
inverse_test_group_size,teacher,,A_calibrated_RF_KD_teacher,2,Grayhole,0.9805149353660301,0.0006458692657757308,"[0.9796565389696169,0.9809926082365363,0.9817989976259561,0.9801849405548216,0.9802267334563669,0.9804646251319956,0.9802163017673435,0.9812911725955205,0.980174464710547,0.9801429706115964]"
inverse_test_group_size,teacher,,A_calibrated_RF_KD_teacher,3,Normal,0.9985425642234746,2.9826151144347847e-05,"[0.9985244963714656,0.9985244371279725,0.9985946879203389,0.9985245259914282,0.9985545941822416,0.9985647037568628,0.9985244371279725,0.9985746120334866,0.9985446881116073,0.9984944596113698]"
